,PDF名字,解析结果,内容和状况,解析不出的
0,"2018-11-08中駿集團控股(01966)月報表截至二零一八年十月三十一日止股份發行人的證券變動月報表 (492kb, pdf).pdf",无,無無无法解析请手动查看,"解析失败,或者有图片"
